Character,Best_Country,Best_Score
Katherine Thorn,United Kingdom,0.6941445469856262
Kathryn Merteuil,United States of America,0.0022683150600641966
Kathy Lutz,United States of America,0.017303800210356712
Kay Adams,United States of America,0.06630352884531021
Kay Wilson,United States of America,0.0869395062327385
Kazuya Mishima,Japan,0.9666265845298767
Keith Jennings,United States of America,0.5433538556098938
Kelsi Nielsen,United States of America,0.013832573778927326
Ken Carson,,
Kentaro Moto,United States of America,0.0003764009161386639
Kevin McCallister,United States of America,0.10952889919281006
Kevin Myers,United States of America,0.1957271695137024
Kim Possible,United States of America,0.006510580889880657
King Arthur,United Kingdom,0.8239131569862366
King Harold,United States of America,0.00022781468578614295
King Kong,United States of America,0.00020576469250954688
King Leonidas,United States of America,7.522601663367823e-05
King Louis XI,United States of America,9.522592154098675e-05
King Louis XIV,United Kingdom,0.5895652174949646
King Triton,Canada,0.43266430497169495
Kiran Saxena,India,0.5397270321846008
Ko Chun,Hong Kong,0.12579345703125
Kristen Parker,United States of America,0.07473533600568771
Kristi Rey,United States of America,0.030411260202527046
Kumar Patel,United States of America,0.49053844809532166
Kyle Williams,United States of America,0.23696988821029663
Lamont Cranston,United States of America,0.02990504540503025
Lankester Merrin,United States of America,0.004121738951653242
Lara Croft,United Kingdom,0.4035831093788147
Larry Wilson,United States of America,0.11841923743486404
Laura Black,United States of America,0.09224743396043777
Laura Reynolds,United States of America,0.08572113513946533
Laurie Strode,United States of America,0.08086737990379333
Lawrence Gordon,United States of America,0.4959254264831543
Lawrence Stewart Talbot,United Kingdom,0.5941303968429565
Laxmi Devi,India,0.9513723254203796
Le Chiffre,United Kingdom,0.2339400053024292
Lee Chan,United States of America,0.0013874465366825461
Leia Organa,United States of America,0.0002652477123774588
Lena Kaligaris,United States of America,0.0031640639062970877
Leo Bloom,United States of America,0.01149972528219223
Leo Getz,United States of America,0.024091744795441628
Leon Trotsky,Mexico,0.2557743191719055
Lestat de Lioncourt,United States of America,0.5116273164749146
Lex Luthor,United Kingdom,0.5138288140296936
Li Shang,United States of America,0.0001177119993371889
Lightning McQueen,United States of America,0.002467835322022438
Lilo Pelekai,United States of America,0.00017390158609487116
Linus Caldwell,United States of America,0.03191603720188141
Linus Larrabee,United States of America,0.02853631228208542
Lisa Dolittle,Canada,0.534472644329071
Lisbeth Salander,Sweden,0.5396794676780701
Little John,United Kingdom,0.7617275714874268
Liu Kang,United States of America,0.0009395593078806996
Lloyd Christmas,United States of America,0.01949780434370041
Lois Lane,United States of America,0.568690836429596
Long John Silver,United States of America,0.01611688919365406
Lord Voldemort,United Kingdom,0.7560504078865051
Lorna Cole,United States of America,0.02278369478881359
Louis Tully,United States of America,0.024917304515838623
Lt. Frank Drebin,United States of America,0.1068144142627716
Lt. Sean Topper Harley,United States of America,0.1538342982530594
Lucius Fox,United Kingdom,0.6207376718521118
Lucy Pevensie,United Kingdom,0.7119709849357605
Lucy Stark,United States of America,0.6894770264625549
Lucy Westenra,United Kingdom,0.4042230546474457
Lucy van Pelt,United States of America,0.0053806365467607975
Ludo Dekker,Germany,0.019166888669133186
Ludwig van Beethoven,Germany,0.5465602278709412
Luke Skywalker,United States of America,0.0004521705850493163
Lyle van de Groot,United States of America,0.691042959690094
M. Bison,United States of America,0.3352980613708496
Mace Windu,United States of America,0.0004622764536179602
Mahendra Varma,India,0.6267165541648865
Maid Marian,United States of America,0.000578053412027657
Marcellus Washburn,United States of America,0.011994922533631325
Margaret White,Canada,0.5548737049102783
Marge Sherwood,United States of America,0.5548235177993774
Maria Elena,Spain,0.8472067713737488
Marian Paroo,United States of America,0.000686031358782202
Marie Antoinette,France,0.9589558243751526
Marion Ravenwood,United States of America,0.005833710078150034
Mark Darcy,United Kingdom,0.38278087973594666
Mark Gor,Hong Kong,0.5482769012451172
Mark Hoffman,United States of America,0.42032283544540405
Mark Hunter,United States of America,0.6729151010513306
Marnie Piper,United States of America,0.0102067980915308
Martin Beck,United States of America,0.7008351683616638
Martin Luther,Germany,0.5159198045730591
Martin Riggs,United States of America,0.019378837198019028
Marty McFly,United States of America,0.0006425344035960734
Marvin the Martian,United States of America,0.0001582668483024463
Mary Crawford,United States of America,0.5138698816299438
Mary Jane,United States of America,0.6414941549301147
Mary Jane Watson,United States of America,0.01645014062523842
Mary Lane,United States of America,0.7718427181243896
Mary Magdalene,United Kingdom,0.4887153208255768
Mary McKay,United States of America,0.01502219121903181
Mary Morstan,United Kingdom,0.5484346747398376
Master Shifu,United States of America,0.00032172290957532823
Master Wu,China,0.8784066438674927
Matt Hunter,United States of America,0.16890767216682434
Max Cady,United States of America,0.099952332675457
Max Goldman,United States of America,0.13832342624664307
Max Rockatansky,United States of America,0.5579135417938232
Megan Parker,United States of America,0.04386205971240997
Merlin Jones,United States of America,0.0005353691522032022
Meyer Lansky,United States of America,0.022871820256114006
Mia Thermopolis,United States of America,0.00046856491826474667
Mia Toretto,United States of America,0.6740197539329529
Michael Corleone,United States of America,0.00044226288446225226
Michael Corvin,United States of America,0.4171569347381592
Michael Gold,United States of America,0.5978403091430664
Michael Jackson,United States of America,0.4057754874229431
Michael Jennings,United States of America,0.1425158679485321
Michael Myers,United States of America,0.0035697189159691334
Michael Sobel,United States of America,0.7656198143959045
Michael Woods,United States of America,0.7721372246742249
Michelle Flaherty,United States of America,0.804235577583313
Mickey Goldmill,United States of America,0.006185981910675764
Mickey Mouse,United States of America,0.00033489306224510074
Mikael Blomkvist,Sweden,0.6175384521484375
Mikaela Banes,United States of America,0.015832895413041115
Mike Hammer,United States of America,0.5634565353393555
Mike Wazowski,United States of America,0.09723401814699173
Mildred Rogers,United States of America,0.5437895059585571
Miles Archer,United States of America,0.03828515112400055
Mina Harker,United Kingdom,0.3186641335487366
Ming the Merciless,United Kingdom,0.5419435501098633
Minnie Mouse,United States of America,0.00015417476242873818
Miranda Hobbes,United States of America,0.000232407110161148
Misa Amane,Japan,0.9244546890258789
Miss Bianca,United States of America,0.0018706052796915174
Miss Clavel,France,0.7073514461517334
Miss Finster,United States of America,0.001592008164152503
Miss Marple,United Kingdom,0.01287431176751852
Miss Prissy,United States of America,0.0004111064481548965
Mitch Robbins,United States of America,0.037661582231521606
Mitch Weaver,United States of America,0.5398899912834167
Mohandas Karamchand Gandhi,India,0.6710083484649658
Mollie Ubriacco,United States of America,0.008190978318452835
Molly O,United States of America,0.019285278394818306
Monsieur Hulot,France,0.9654409289360046
Monty Oberoi,India,0.015695694833993912
Mother Superior,United States of America,0.000607031281106174
Mr. Bean,United Kingdom,0.6567279696464539
Mr. Big,United States of America,0.0446610227227211
Mr. Brownlow,United Kingdom,0.45602181553840637
Mr. Chow,United States of America,0.6035270690917969
Mr. D,United States of America,0.44649702310562134
Mr. Evans,United Kingdom,0.4377230107784271
Mr. George Wilson,United States of America,0.07660180330276489
Mr. Kesuke Miyagi,Japan,0.96510249376297
Mr. Moto,United States of America,0.0027543921023607254
Mr. Murray,United States of America,0.08383098244667053
Mr. Smith,United States of America,0.5299251079559326
Mr. Tinkles,United States of America,0.502170205116272
Mr. Tumnus,United Kingdom,0.5926745533943176
Mr. White,United States of America,0.14485003054141998
Mrs. Burns,United States of America,0.013584421016275883
Mrs. Danvers,United Kingdom,0.5631069540977478
Mrs. Deshmukh,India,0.803121030330658
Mrs. Potts,Canada,0.5648223161697388
Mrs. Santa,United Kingdom,0.43335843086242676
Mrs. Singh,India,0.6546607613563538
Ms. Darbus,United States of America,0.0033986098133027554
Mycroft Holmes,United Kingdom,0.7738493084907532
Nancy 'Sikes',United Kingdom,0.6370849609375
Nancy Drew,United States of America,0.00044937655911780894
Nancy Fowler Archer,United States of America,0.006701667793095112
Nancy Thompson,United States of America,0.010545030236244202
Nanny McPhee,United Kingdom,0.48537367582321167
Napoléon Bonaparte,United States of America,0.0001333374239038676
Naruto Uzumaki,Japan,0.6072048544883728
Ned Morton,United States of America,0.045434847474098206
Neil Patrick Harris,Canada,0.45222610235214233
Nelson Potter,United States of America,0.013003604486584663
Nicholas Nickleby,United Kingdom,0.4221634864807129
Nick Parker,United States of America,0.15850357711315155
Nick Persons,United States of America,0.5993671417236328
Nicky Parsons,United States of America,0.7271624207496643
Nikhil Kapoor,India,0.2672669589519501
Nils Bjurman,Sweden,0.42293307185173035
Nobita Nobi,Japan,0.9414570927619934
Nora Baker,Canada,0.5389500260353088
Nora Charles,United States of America,0.003914477303624153
Norman Bates,United States of America,0.0096902996301651
Norman Maine,United States of America,0.033748526126146317
Norman Pitkin,United Kingdom,0.08053597062826157
Obi-Wan Kenobi,United States of America,0.00021619242033921182
Old Man,United Kingdom,0.2949043810367584
"Oliver ""Daddy"" Warbucks",United States of America,0.0008177312556654215
Oliver Twist,United Kingdom,0.3263528048992157
Optimus Prime,United States of America,0.5487561225891113
Orson Welles,United States of America,0.5799960494041443
Oscar Madison,United States of America,0.014592748135328293
Otis B. Driftwood,United States of America,0.06106952577829361
Pai Mei,Hong Kong,0.8602359294891357
Pamela Landy,United States of America,0.7046746611595154
Pat Chambers,United States of America,0.08996614068746567
Pat Garrett,United States of America,0.07196426391601562
Paul Crewe,United States of America,0.08249637484550476
Paul Finch,United States of America,0.7882354259490967
Paul Smecker,United States of America,0.6340989470481873
Paul Vitti,United States of America,0.7218219637870789
Pavel Chekov,United States of America,0.00011463064583949745
Pepper Potts,United States of America,0.0004459305782802403
Perry Smith,United States of America,0.6360236406326294
Peter Mitchell,United States of America,0.09050129354000092
Peter Pan,United Kingdom,0.5389800667762756
Peter Parker,United States of America,0.0020158025436103344
Peter Parkette,United Kingdom,0.442599892616272
Peter Vincent,United States of America,0.05400561913847923
Philip Carey,United Kingdom,0.521826446056366
Philip Marlowe,United Kingdom,0.7342568039894104
Philo Beddoe,United States of America,0.007334467023611069
Poison Ivy,United Kingdom,0.5732186436653137
Police Inspector,United Kingdom,0.6516408920288086
Pontius Pilate,United States of America,0.0001780151214916259
Pooja Malhotra,India,0.4508800506591797
Pooja Saxena,India,0.5822700262069702
Porky Pig,United States of America,0.0005506376619450748
Prem Kumar,India,0.6001428365707397
President Baxter Harris,United States of America,0.6801643967628479
Prince Barin,United Kingdom,0.6006799340248108
Prince Carlos,United States of America,0.00016400241293013096
Prince Charming,United States of America,0.026631688699126244
Prince Derek,United States of America,0.001094197854399681
Prince Edward,United States of America,0.00028364043100737035
Prince Eric,Canada,0.45111003518104553
Prince Hamlet,United Kingdom,0.7332280874252319
Prince Humperdinck,Germany,0.8903700113296509
Prince Philip,United Kingdom,0.8893203735351562
Prince Shamsher Singh,India,0.32153603434562683
Princess Ariel,Canada,0.3517993986606598
Princess Aura,United Kingdom,0.5699498653411865
Princess Fiona,Canada,0.7674651741981506
Princess Ilene,Germany,0.6942762732505798
Princess Jasmine,United States of America,8.570463251089677e-05
Princess Odette,Japan,0.5374357104301453
Princess Snow White,United States of America,6.439509888878092e-05
Prithvi Singh,India,0.4787820279598236
Priya Malhotra,India,0.6573287844657898
Professor Albus Dumbledore,United Kingdom,0.7719870805740356
Professor Severus Snape,United Kingdom,0.9156154990196228
Pugsley Addams,United States of America,0.0011158282868564129
Queen Clarisse Renaldi,United States of America,9.314202179666609e-05
Queen Elizabeth I,United Kingdom,0.939752459526062
Queen Victoria,United Kingdom,0.9741968512535095
Queen of Hearts,United Kingdom,0.6231582164764404
Quincey Morris,United Kingdom,0.4412911832332611
Rachel Dawes,United States of America,0.506080687046051
Rachel Keller,United States of America,0.7902469635009766
Rahul Kapoor,India,0.16439126431941986
Rahul Malhotra,India,0.28733333945274353
Rahul Sharma,India,0.2965427041053772
Rahul Verma,India,0.20358051359653473
Raj Malhotra,India,0.2255994826555252
Raj Oberoi,India,0.10598472505807877
Raj Singh,India,0.42271411418914795
Ralph Wolf,United States of America,0.02206435799598694
Ram Kumar,India,0.5129817724227905
Randal Graves,United States of America,0.04649827256798744
Randolph Carter,United States of America,0.007298063486814499
Ravi Varma,India,0.44334396719932556
Ravi Verma,India,0.3396155834197998
Ray Bronson,United States of America,0.027236884459853172
Reba McClane,United States of America,0.7145733833312988
Red Queen,United Kingdom,0.6442703604698181
Regan MacNeil,United States of America,0.03315294533967972
Reggie Hammond,United States of America,0.017963958904147148
Reuben Tishkoff,United States of America,0.03619447350502014
Rianne Murtaugh Butters,United States of America,0.007253148127347231
Richard Hannay,United Kingdom,0.13273830711841583
Richard Mason,United Kingdom,0.39273396134376526
Richard Rich,United States of America,0.5599744915962219
Richard the Lionheart,United Kingdom,0.9140793085098267
Richie Rich,United States of America,0.008409393019974232
Ricky 'Wild Thing' Vaughn,United States of America,0.023847412317991257
Ricky Baker,United States of America,0.029611604288220406
Ricky Nash,United States of America,0.017301321029663086
Riley Poole,United States of America,0.019762931391596794
Rizwan Khan,India,0.0025201935786753893
Road Runner,United States of America,0.010652399621903896
Robert Langdon,United States of America,0.1190548911690712
Robert Martin,United Kingdom,0.5037043690681458
Robert Thorn,United States of America,0.5046647191047668
Robin Hood,United Kingdom,0.5442065000534058
Rocky Balboa,United States of America,0.0012270278530195355
Rodrick Heffley,United States of America,0.5592867732048035
Roger Murtaugh,United States of America,0.08506879955530167
Roger Rabbit,United States of America,0.0020247981883585453
Rohit Kumar,India,0.8321149349212646
Romeo Montague,United States of America,0.003177134320139885
Ron Stoppable,United States of America,0.07190337777137756
Ronald Niedermann,Germany,0.49052518606185913
Ronnie Winslow,United States of America,0.5815011858940125
Rosemary Woodhouse,United States of America,0.011785400100052357
Rowley Jefferson,United States of America,0.6461138725280762
Roy Earle,United States of America,0.014713886193931103
Roy Miller,United States of America,0.386211633682251
Roy O'Bannon,United States of America,0.6211363673210144
Rubeus Hagrid,United Kingdom,0.44560736417770386
Ruth Wonderly,United States of America,0.003786721033975482
Ryan Evans,United States of America,0.16742227971553802
Ryce Newton,United States of America,0.06181616336107254
Sabrina Spellman,United States of America,0.025254221633076668
Sadie Thompson,United States of America,0.053633976727724075
Salim Mirza,India,0.007651815190911293
Sally Brown,United States of America,0.008099431172013283
Sam Hall,United States of America,0.07478836923837662
Sam Sheepdog,United States of America,0.01225797925144434
Sam Spade,United States of America,0.017212988808751106
Sam Witwicky,United States of America,0.044323768466711044
Samantha Jones,United States of America,0.01708213984966278
Samuel J. Loomis,United States of America,0.03721879795193672
Samwise Gamgee,United States of America,0.4140929877758026
Santa Claus,United States of America,0.4284597933292389
Sara Anderson,United States of America,0.03817014768719673
Sara Crewe,United States of America,0.019278831779956818
Sara Moore,United States of America,0.3990671932697296
Sarah Baker,United States of America,0.5946543216705322
Saraswati Chandra's father,India,0.793057918548584
Savitri Devi,India,0.46592438220977783
Scott Calvin,United States of America,0.15447667241096497
Scott Evil,United States of America,0.7265283465385437
Sean Anderson,United States of America,0.1699609011411667
Sean Brody,United States of America,0.13735142350196838
Sebastian Valmont,United States of America,0.0032268879003822803
Security Guard,United States of America,0.639393150806427
Seema Malhotra,India,0.42815977334976196
Sethu Madhavan,India,0.2767971456050873
Sethurama Iyer,India,0.9415580630302429
Sgt. Tibbs,United States of America,0.07013978809118271
Shaggy Rogers,Canada,0.5271229147911072
Shamsher Singh,India,0.10085200518369675
Shane Gray,United States of America,0.024130865931510925
Sharpay Evans,United States of America,0.08217925578355789
Sher Khan,India,0.00046964598004706204
Shere Khan,Soviet Union,0.5932131409645081
Sheriff Buford T. Justice,United States of America,0.021525505930185318
Sheriff Hoyt,United States of America,0.005110008176416159
Sheriff Woody,United States of America,0.004082802217453718
Sheriff of Nottingham,United Kingdom,0.9900708198547363
Sherlock Holmes,United Kingdom,0.6517603397369385
Sherman Klump,United States of America,0.004186398349702358
Shorty Meeks,United States of America,0.5963045358657837
Shuya Nanahara,Japan,0.7741929888725281
Sidney Prescott,United States of America,0.02643846720457077
Silent Bob,United States of America,0.0019768408965319395
Sir Charles Litton,United Kingdom,0.5945838689804077
Sir Galahad,United Kingdom,0.7627570033073425
Sir Walter Elliot,United Kingdom,0.7111850380897522
Sister Sarah,United States of America,0.0009417014080099761
Snake Plissken,United Kingdom,0.6460278034210205
Snow Queen,Canada,0.5239511132240295
Snow White,Canada,0.4915308952331543
Son Goku,Japan,0.4232795834541321
Son Goten,Japan,0.017287172377109528
Sonia Mehra,India,0.5875562429428101
Sonia Saxena,India,0.4692068099975586
Sophie Piper,United States of America,0.001859809854067862
Speedy Gonzales,United States of America,0.003573992056772113
Steve Stifler,United States of America,0.7907875776290894
Stifler's Mom,United States of America,0.6111483573913574
Stone Alexander,United States of America,0.019684286788105965
Stu Price,United States of America,0.7705192565917969
Stuart Little,United States of America,0.7550364136695862
Su Li-zhen - Mrs. Chan,China,0.727638304233551
Sunder Srivastava,India,0.523024320602417
Susan Johnson,United States of America,0.10640309751033783
Susan Walker,United States of America,0.09743709862232208
Sweeney Todd,United States of America,0.5070531964302063
T. E. Lawrence,United States of America,0.5171322226524353
T.J. Hicks,United States of America,0.11840888857841492
Taj Mahal Badalandabad,United States of America,0.5235322117805481
Tanya Mousekewitz,United States of America,0.013016690500080585
Tasmanian Devil,United States of America,0.00014231452951207757
Taylor McKessie,United States of America,0.07772348076105118
"Ted ""Theodore"" Logan",United States of America,0.08036205172538757
Ted Striker,United States of America,0.03573743626475334
Terry Benedict,United States of America,0.06901366263628006
Terry McKay,United States of America,0.08403582125902176
Thantos DuBaer,United States of America,0.0016475996235385537
The Artful Dodger,Czech Republic,0.36100733280181885
The Boss,France,0.21581986546516418
The Chief,United States of America,0.12458974123001099
The Collector,United States of America,0.07206939160823822
The Colonel,United States of America,0.41796427965164185
The Creeper,United States of America,0.0003563576901797205
The Doctor,United Kingdom,0.39734339714050293
The Drifter,United States of America,0.0006484543555416167
The Driver,United States of America,0.5178041458129883
The Emperor of China,United States of America,5.095127198728733e-05
The Father,United Kingdom,0.32272183895111084
The Girl,France,0.29793891310691833
The Grinch,United States of America,0.6337141394615173
The Kid,United States of America,0.0020556109957396984
The Leprechaun,United States of America,0.0002699164324440062
The Man,United Kingdom,0.5784907341003418
The Monster,United States of America,0.0007754098041914403
The Old Man,United States of America,0.011259573511779308
The Oracle,United States of America,0.609955370426178
The Pilot,United Kingdom,0.3234643340110779
The Predator,United States of America,0.000925609958358109
The Professor,Czech Republic,0.30957841873168945
The Shadow,United Kingdom,0.4366288185119629
The Sheriff,United Kingdom,0.3814980983734131
The Stranger,United Kingdom,0.2911469638347626
The Thief,United Kingdom,0.2903434634208679
The Tramp,United States of America,0.5122278332710266
The Wizard,United States of America,0.5482324957847595
The Woman,United States of America,0.007426888216286898
"Thomas Howard, 3rd Duke of Norfolk",United Kingdom,0.9799039363861084
Thunderbolt Ross,United States of America,0.0058906059712171555
Tin Man,Poland,0.568209707736969
Tom Baker,United States of America,0.6905944347381592
Tom Brookman,United States of America,0.07502526789903641
Tom Chaney,United States of America,0.03912897780537605
Tom Logan,United States of America,0.11714916676282883
Tom Ripley,United States of America,0.5461790561676025
Tom Sawyer,United Kingdom,0.3712051510810852
Tommy Biggs,United States of America,0.6924104690551758
Tommy Doyle,United States of America,0.010754481889307499
Tommy Jarvis,United States of America,0.015199623070657253
Tommy Pickles,United States of America,0.002061252947896719
Tommy Ross,United States of America,0.5326356887817383
Tony Blair,United Kingdom,0.8153425455093384
Tony Manero,United States of America,0.027906149625778198
Tony Stark,United States of America,0.005587082821875811
Tony Toponi,United States of America,0.01045385655015707
Tony Wilson,United Kingdom,0.36150386929512024
Tracy Lord,United States of America,0.012765712104737759
Tracy Turnblad,United Kingdom,0.5299268960952759
Travis Coates,United States of America,0.06204361468553543
Troy Bolton,United States of America,0.046869609504938126
Truman Capote,United States of America,0.5793381929397583
Turanga Leela,United States of America,0.000179735230631195
Tweety Bird,United States of America,0.0006193918525241315
Uncle Arthur,United Kingdom,0.46952199935913086
Uncle Elroy,United States of America,0.0011382976081222296
Uncle Fester,United States of America,0.0008299941546283662
Uncle Jack,United Kingdom,0.5946512222290039
Uncle Joe,United States of America,0.0017696290742605925
Ursula Stanhope,United States of America,0.513038694858551
Vada Margaret Sultenfuss,United States of America,0.0008777795592322946
Valentin Dmitrovich Zukovsky,United Kingdom,0.552284836769104
Van Wilder,United States of America,0.7234984636306763
Veer Pratap Singh,India,0.3874155580997467
Velma Dinkley,United States of America,0.4231439232826233
Vicky Malhotra,India,0.3264569640159607
Vicomte Sébastien de Valmont,France,0.912218451499939
Victor Frankenstein,United Kingdom,0.46640744805336
Victor Prinzim,United States of America,0.5241233706474304
Vijay Kumar,India,0.5486108064651489
Vijay Verma,India,0.40041378140449524
Vikram Kapoor,India,0.11144054681062698
Vikram Singh,India,0.6969960927963257
Vilos Cohaagen,United States of America,0.0004589510499499738
Virgil Tibbs,United States of America,0.017219645902514458
Vito Corleone,United States of America,0.00020640848379116505
Wally Walrus,United States of America,0.001138595980592072
Walter Burns,United States of America,0.02091607078909874
Walter Hill,United States of America,0.006000853143632412
Ward Abbott,United States of America,0.5154985189437866
Wayne Campbell,United States of America,0.09760760515928268
Wayne Szalinski,United States of America,0.0727597028017044
Wednesday Addams,United States of America,0.002289573661983013
Wendy Darling,United Kingdom,0.36892542243003845
White Rabbit,United States of America,0.0006912049138918519
White Witch,United Kingdom,0.24710595607757568
Wild Bill Hickok,United States of America,0.0013218848034739494
Wile E. Coyote,United States of America,0.0006838595727458596
Will Turner,United States of America,0.0898141860961914
William Shakespeare,United Kingdom,0.6653655171394348
William Stryker,United States of America,0.6435294151306152
Willy Wonka,United Kingdom,0.46800172328948975
Wilma Flintstone,United States of America,0.0005621882737614214
Wilmer Cook,United States of America,0.039848849177360535
Witch Hazel,United States of America,0.00027231196872889996
Wonder Woman,United States of America,0.00023291201796382666
Woody Woodpecker,United States of America,0.00883540604263544
Wyatt Earp,United States of America,0.0029855293687433004
Yosemite Sam,United States of America,0.0005039797397330403
Young Jack,United Kingdom,0.34381523728370667
Young Jake,United States of America,0.018021345138549805
Young Jenny,United States of America,0.008221156895160675
Zack Martin,United States of America,0.06310389935970306
